,text_raw,text_clean,text_raw_len,vader,textblob,distilbert
959,"The Queen turned angrily away from him, and said to the Knave
`Turn them over!'","the queen turned angrily away from him, and said to the knave 'turn them over!'",79,-0.4753,-0.625,-0.9954338669776917
960,"The Knave did so, very carefully, with one foot.","the knave did so, very carefully, with one foot.",48,0.2006,-0.13,0.9643182158470154
961,`Get up!','get up!',9,0.0,0.0,0.9937107563018799
962,"said the Queen, in a shrill, loud voice, and the
three gardeners instantly jumped up, and began bowing to the
King, the Queen, the royal children, and everybody else.","said the queen, in a shrill, loud voice, and the three gardeners instantly jumped up, and began bowing to the king, the queen, the royal children, and everybody else.",166,0.0,-0.10000000000000002,0.9927378296852112
963,`Leave off that!','leave off that!',17,-0.126,0.0,-0.9973433613777161
964,screamed the Queen.,screamed the queen.,19,-0.3182,0.0,-0.9573750495910645
965,`You make me giddy.','you make me giddy.',20,-0.1531,0.0,0.9998058676719666
966,"And then, turning to the rose-tree, she went on, `What HAVE you
been doing here?'","and then, turning to the rose-tree, she went on, 'what have you been doing here?'",81,0.0,0.0,-0.9908182621002197
967,"`May it please your Majesty,' said Two, in a very humble tone,
going down on one knee as he spoke, `we were trying--'

  `I see!'","'may it please your majesty,' said two, in a very humble tone, going down on one knee as he spoke, 'we were trying--' 'i see!'",129,0.3802,-0.22722222222222224,0.9995571374893188
968,"said the Queen, who had meanwhile been examining the
roses.","said the queen, who had meanwhile been examining the roses.",59,0.0,0.0,0.9733074903488159
969,`Off with their heads!','off with their heads!',23,0.0,0.0,-0.9912182688713074
970,"and the procession moved on,
three of the soldiers remaining behind to execute the unfortunate
gardeners, who ran to Alice for protection.","and the procession moved on, three of the soldiers remaining behind to execute the unfortunate gardeners, who ran to alice for protection.",138,-0.4588,-0.45,0.9630360007286072
971,`You shan't be beheaded!','you shall not be beheaded!',25,0.0,0.0,0.9570932984352112
972,"said Alice, and she put them into a
large flower-pot that stood near.","said alice, and she put them into a large flower-pot that stood near.",69,0.0,0.15714285714285714,0.9726516604423523
973,"The three soldiers wandered
about for a minute or two, looking for them, and then quietly
marched off after the others.","the three soldiers wandered about for a minute or two, looking for them, and then quietly marched off after the others.",119,0.0,0.0,-0.9957183599472046
974,`Are their heads off?','are their heads off?',22,0.0,0.0,-0.9956115484237671
975,shouted the Queen.,shouted the queen.,18,0.0,0.0,0.959843635559082
976,"`Their heads are gone, if it please your Majesty!'","'their heads are gone, if it please your majesty!'",50,0.3802,0.0,-0.9996222257614136
977,"the soldiers
shouted in reply.",the soldiers shouted in reply.,30,0.0,0.0,-0.9528306722640991
978,`That's right!','that is right!',15,0.0,0.3571428571428571,0.9998580813407898
979,shouted the Queen.,shouted the queen.,18,0.0,0.0,0.959843635559082
980,`Can you play croquet?','can you play croquet?',23,0.34,0.0,-0.837246835231781
981,"The soldiers were silent, and looked at Alice, as the question
was evidently meant for her.","the soldiers were silent, and looked at alice, as the question was evidently meant for her.",91,0.0,0.125,0.9856411814689636
982,`Yes!','yes!',6,0.4574,0.0,0.9998211860656738
983,shouted Alice.,shouted alice.,14,0.0,0.0,0.9846943616867065
984,"`Come on, then!'","'come on, then!'",16,0.0,0.0,0.995408296585083
985,"roared the Queen, and Alice joined the
procession, wondering very much what would happen next.","roared the queen, and alice joined the procession, wondering very much what would happen next.",94,0.0,0.13,0.9944992661476135
986,`It's--it's a very fine day!','it is--it is a very fine day!',29,0.3367,0.6770833333333335,0.9998816847801208
987,said a timid voice at her side.,said a timid voice at her side.,31,-0.25,0.0,-0.9742487072944641
988,"She was walking by the White Rabbit, who was peeping anxiously
into her face.","she was walking by the white rabbit, who was peeping anxiously into her face.",77,-0.2263,-0.125,-0.9736390709877014
989,"`Very,' said Alice:  `--where's the Duchess?'","'very,' said alice: '--where is the duchess?'",45,0.0,0.2,-0.9747210144996643
990,`Hush!,hush!,6,0.0,0.0,-0.9581596255302429
991,Hush!',hush!,6,0.0,0.0,-0.9581596255302429
992,"said the Rabbit in a low, hurried tone.","said the rabbit in a low, hurried tone.",39,-0.2732,0.0,-0.9918313026428223
993,"He
looked anxiously over his shoulder as he spoke, and then raised
himself upon tiptoe, put his mouth close to her ear, and
whispered `She's under sentence of execution.'","he looked anxiously over his shoulder as he spoke, and then raised himself upon tiptoe, put his mouth close to her ear, and whispered 'she is under sentence of execution.'",170,-0.1531,-0.25,-0.8176283836364746
994,`What for?','what for?',11,0.0,0.0,-0.9896038174629211
995,said Alice.,said alice.,11,0.0,0.0,0.9945982098579407
996,"`Did you say ""What a pity!""?'","'did you say ""what a pity!""?'",29,-0.3595,-0.125,-0.9996585845947266
997,the Rabbit asked.,the rabbit asked.,17,0.0,0.0,0.6712725162506104
998,"`No, I didn't,' said Alice:  `I don't think it's at all a pity.","no, i did not,' said alice: 'i do not think it is at all a pity.",63,-0.296,-0.1,0.9854372143745422
999,"I said ""What for?""'","i said ""what for?""",19,0.0,0.0,-0.9943617582321167
1000,`She boxed the Queen's ears--' the Rabbit began.,she boxed the queen's ears--' the rabbit began.,48,0.0,0.0,-0.9808561205863953
1001,"Alice gave a
little scream of laughter.",alice gave a little scream of laughter.,39,0.1354,-0.1875,0.9973090887069702
1002,"`Oh, hush!'","'oh, hush!'",11,0.0,0.0,0.9259846806526184
1003,"the Rabbit whispered in a
frightened tone.",the rabbit whispered in a frightened tone.,42,-0.4404,0.0,-0.952724039554596
1004,`The Queen will hear you!,the queen will hear you!,25,0.0,0.0,0.9998443722724915
1005,"You see, she came
rather late, and the Queen said--'

  `Get to your places!'","you see, she came rather late, and the queen said--' 'get to your places!",77,0.0,-0.375,-0.993955671787262
1006,"shouted the Queen in a voice of thunder,
and people began running about in all directions, tumbling up
against each other; however, they got settled down in a minute or
two, and the game began.","shouted the queen in a voice of thunder, and people began running about in all directions, tumbling up against each other; however, they got settled down in a minute or two, and the game began.",193,0.0,-0.22685185185185186,0.9950351119041443
1007,"Alice thought she had never seen such a
curious croquet-ground in her life; it was all ridges and
furrows; the balls were live hedgehogs, the mallets live
flamingoes, and the soldiers had to double themselves up and to
stand on their hands and feet, to make the arches.","alice thought she had never seen such a curious croquet-ground in her life; it was all ridges and furrows; the balls were live hedgehogs, the mallets live flamingoes, and the soldiers had to double themselves up and to stand on their hands and feet, to make the arches.",269,0.3182,0.03454545454545454,-0.9770454168319702
1008,"The chief difficulty Alice found at first was in managing her
flamingo:  she succeeded in getting its body tucked away,
comfortably enough, under her arm, with its legs hanging down,
but generally, just as she had got its neck nicely straightened
out, and was going to give the hedgehog a blow with its head, it
WOULD twist itself round and look up in her face, with such a
puzzled expression that she could not help bursting out laughing:
and when she had got its head down, and was going to begin again,
it was very provoking to find that the hedgehog had unrolled
itself, and was in the act of crawling away:  besides all this,
there was generally a ridge or furrow in the way wherever she
wanted to send the hedgehog to, and, as the doubled-up soldiers
were always getting up and walking off to other parts of the
ground, Alice soon came to the conclusion that it was a very
difficult game indeed.","the chief difficulty alice found at first was in managing her flamingo: she succeeded in getting its body tucked away, comfortably enough, under her arm, with its legs hanging down, but generally, just as she had got its neck nicely straightened out, and was going to give the hedgehog a blow with its head, it would twist itself round and look up in her face, with such a puzzled expression that she could not help bursting out laughing: and when she had got its head down, and was going to begin again, it was very provoking to find that the hedgehog had unrolled itself, and was in the act of crawling away: besides all this, there was generally a ridge or furrow in the way wherever she wanted to send the hedgehog to, and, as the doubled-up soldiers were always getting up and walking off to other parts of the ground, alice soon came to the conclusion that it was a very difficult game indeed.",901,0.1739,-0.04123931623931623,0.9100120067596436
1009,"The players all played at once without waiting for turns,
quarrelling all the while, and fighting for the hedgehogs; and in
a very short time the Queen was in a furious passion, and went
stamping about, and shouting `Off with his head!'","the players all played at once without waiting for turns, quarrelling all the while, and fighting for the hedgehogs; and in a very short time the queen was in a furious passion, and went stamping about, and shouting 'off with his head!'",236,-0.2714,0.0,-0.9814662337303162
1010,"or `Off with
her head!'",or 'off with her head!',23,0.0,0.0,-0.9990586638450623
1011,about once in a minute.,about once in a minute.,23,0.0,0.0,0.5004440546035767
1012,"Alice began to feel very uneasy:  to be sure, she had not as
yet had any dispute with the Queen, but she knew that it might
happen any minute, `and then,' thought she, `what would become of
me?","alice began to feel very uneasy: to be sure, she had not as yet had any dispute with the queen, but she knew that it might happen any minute, 'and then,' thought she, 'what would become of me?",193,-0.2838,0.35,-0.9942323565483093
1013,"They're dreadfully fond of beheading people here; the great
wonder is, that there's any one left alive!'","they are dreadfully fond of beheading people here; the great wonder is, that there is any one left alive!",104,0.7345,-0.01874999999999999,-0.9514123201370239
